game_pk,date,hp_umpire,n_challenges
824917,2026-06-03,Bruce Dreckman,2
823780,2026-06-03,Quinn Wolcott,5
823051,2026-06-03,Tom Hanahan,5
824671,2026-06-03,John Libka,2
824188,2026-06-03,Chris Guccione,5
824024,2026-06-03,Chad Fairchild,6
825077,2026-06-03,Junior Valentine,2
824269,2026-06-06,Chris Segal,3
823697,2026-06-06,Mark Ripperger,7
823048,2026-06-06,Ben May,4
824669,2026-06-06,Willie Traynor,6
822808,2026-06-06,Edwin Moscoso,2
823454,2026-06-06,Jim Wolf,3
825075,2026-06-06,Scott Barry,3
824184,2026-06-06,Tripp Gibson,5
824915,2026-06-06,Paul Clemons,4
823859,2026-06-06,Mark Wegner,5
822891,2026-06-06,Louie Krupa,4
824351,2026-06-06,Stu Scheurwater,7
823942,2026-06-06,Jeremie Rehak,4
823292,2026-06-06,Brian Walsh,3
824916,2026-06-07,Quinn Wolcott,3
823453,2026-06-07,Alex MacKay,4
823537,2026-06-07,D.J. Reyburn,5
822807,2026-06-07,Hunter Wendelstedt,4
824268,2026-06-07,Laz Diaz,9
823857,2026-06-07,Bruce Dreckman,3
824183,2026-06-07,Ryan Blakney,3
823696,2026-06-07,Shane Livensparger,8
823047,2026-06-07,John Tumpane,4
822890,2026-06-07,Chris Guccione,9
824349,2026-06-07,Junior Valentine,9
825074,2026-06-07,Manny Gonzalez,5
823941,2026-06-07,Dan Iassogna,6
823291,2026-06-07,Chad Fairchild,7
824670,2026-06-07,Cory Blaser,6
824829,2026-06-08,Gabe Morales,6
822972,2026-06-08,Alan Porter,8
824427,2026-06-08,Nate Tomlinson,4
822806,2026-06-08,Jansen Visconti,3
824025,2026-06-08,Tom Hanahan,3
823289,2026-06-08,Lance Barrett,10
823218,2026-06-08,Adam Beck,4
824998,2026-06-08,Clint Vondrak,16
824830,2026-06-09,Doug Eddings,4
823374,2026-06-09,Brennan Miller,8
822969,2026-06-09,Roberto Ortiz,3
824267,2026-06-09,Lance Barksdale,6
823858,2026-06-09,Edwin Jimenez,3
824429,2026-06-09,Jacob Metz,8
822805,2026-06-09,Alex Tosi,3
823620,2026-06-09,Rob Drake,2
824105,2026-06-09,James Jean,3
824591,2026-06-09,Jonathan Parra,3
824347,2026-06-09,David Rackley,7
824023,2026-06-09,Dillon Wilson,3
823290,2026-06-09,Malachi Moore,9
823214,2026-06-09,Jen Pawol,5
824999,2026-06-09,Adam Hamari,5
822970,2026-06-10,Jim Wolf,4
824428,2026-06-10,Mark Wegner,5
823215,2026-06-10,Jeremie Rehak,7
823287,2026-06-10,Alfonso Márquez,6
824831,2026-06-10,Mike Muchlinski,2
823372,2026-06-10,Felix Neon,7
824266,2026-06-10,Will Little,4
823856,2026-06-10,Ramon De Jesus,5
822804,2026-06-10,Willie Traynor,2
823618,2026-06-10,Stu Scheurwater,7
824103,2026-06-10,Erich Bacchus,7
824590,2026-06-10,Chad Whitson,2
824348,2026-06-10,Nestor Ceja,4
824996,2026-06-10,Brock Ballou,4
824022,2026-06-10,Ron Kulpa,4
823619,2026-06-11,Scott Barry,3
824265,2026-06-11,Ryan Additon,3
823855,2026-06-11,Paul Clemons,4
824101,2026-06-11,Chris Segal,5
824346,2026-06-11,Louie Krupa,5
823371,2026-06-11,Chris Conroy,5
824827,2026-06-11,Emil Jimenez,2
823370,2026-06-12,Junior Valentine,3
822726,2026-06-12,Cory Blaser,1
824826,2026-06-12,Ben May,1
824425,2026-06-12,Gabe Morales,2
824752,2026-06-12,Brian Walsh,3
824507,2026-06-12,Alex MacKay,6
823617,2026-06-12,John Bacon,4
822803,2026-06-12,John Tumpane,8
824588,2026-06-12,Manny Gonzalez,3
823778,2026-06-12,Chad Fairchild,5
824102,2026-06-12,Bruce Dreckman,8
823695,2026-06-12,Dan Iassogna,10
824020,2026-06-12,Chris Guccione,4
824997,2026-06-12,Mike Estabrook,3
823211,2026-06-12,Todd Tichenor,6
823694,2026-06-13,Adam Beck,4
822802,2026-06-13,Ramon De Jesus,4
824828,2026-06-13,Brennan Miller,3
822725,2026-06-13,Jansen Visconti,5
823369,2026-06-13,Rob Drake,4
824508,2026-06-13,Lance Barksdale,5
824426,2026-06-13,Doug Eddings,4
824749,2026-06-13,Bill Miller,6
823616,2026-06-13,Alan Porter,6
824587,2026-06-13,Tom Hanahan,4
824100,2026-06-13,Nate Tomlinson,6
823776,2026-06-13,James Jean,3
824995,2026-06-13,Lance Barrett,3
823213,2026-06-13,Tyler Jones,4
824019,2026-06-13,David Rackley,2
823368,2026-06-14,Stu Scheurwater,4
824823,2026-06-14,Felix Neon,5
822722,2026-06-14,Alex Tosi,3
822801,2026-06-14,Steven Jaschinski,5
824506,2026-06-14,Dexter Kelley,5
823615,2026-06-14,Roberto Ortiz,2
824099,2026-06-14,Jacob Metz,2
823693,2026-06-14,Jen Pawol,9
824586,2026-06-14,Dillon Wilson,4
823777,2026-06-14,Erich Bacchus,5
824994,2026-06-14,Malachi Moore,8
823212,2026-06-14,Clint Vondrak,1
824021,2026-06-14,Nestor Ceja,5
824751,2026-06-14,Jonathan Parra,4
823452,2026-06-15,Tripp Gibson,1
822724,2026-06-15,Chad Whitson,4
824505,2026-06-15,Mark Wegner,5
823046,2026-06-15,Laz Diaz,0
824666,2026-06-15,James Hoye,3
822887,2026-06-15,Derek Thomas,5
824181,2026-06-15,Paul Clemons,4
825071,2026-06-15,Vic Carapazza,2
824993,2026-06-15,Charlie Ramos,6
823938,2026-06-15,Dan Merzel,5
823451,2026-06-16,Sean Barber,5
822723,2026-06-16,Chad Fairchild,3
824750,2026-06-16,Ron Kulpa,5
823535,2026-06-16,Mike Muchlinski,3
824504,2026-06-16,Carlos Torres,3
823775,2026-06-16,Ryan Additon,2
823045,2026-06-16,Nic Lentz,4
824667,2026-06-16,Willie Traynor,2
822888,2026-06-16,Alfonso Márquez,6
824182,2026-06-16,Adrian Johnson,4
825070,2026-06-16,Edwin Moscoso,3
824991,2026-06-16,Chris Guccione,5
823128,2026-06-16,Adam Hamari,3
823939,2026-06-16,Dan Bellino,4
824912,2026-06-16,Jordan Baker,3
824503,2026-06-17,Nate Tomlinson,2
822721,2026-06-17,Bill Miller,7
823450,2026-06-17,Dexter Kelley,4
824178,2026-06-17,Quinn Wolcott,5
823044,2026-06-17,James Jean,2
823940,2026-06-17,Mark Ripperger,6
825072,2026-06-17,Jen Pawol,4
824746,2026-06-17,Scott Barry,1
823536,2026-06-17,Emil Jimenez,7
824913,2026-06-17,Junior Valentine,2
823774,2026-06-17,Ryan Wills,3
824668,2026-06-17,John Libka,3
824992,2026-06-17,David Rackley,2
823127,2026-06-17,Todd Tichenor,3
824748,2026-06-18,Manny Gonzalez,4
823772,2026-06-18,Lance Barksdale,6
822889,2026-06-18,Mike Estabrook,2
823125,2026-06-18,Tyler Jones,9
823448,2026-06-18,Brian Walsh,5
823533,2026-06-18,Gabe Morales,3
824098,2026-06-18,Ryan Blakney,7
824989,2026-06-18,Shane Livensparger,4
824663,2026-06-19,Lance Barrett,6
824264,2026-06-19,Rob Drake,3
823534,2026-06-19,Chris Segal,3
822966,2026-06-19,Will Little,2
823853,2026-06-19,Jacob Metz,4
824910,2026-06-19,Tom Hanahan,3
822886,2026-06-19,Emil Jimenez,1
824179,2026-06-19,Hunter Wendelstedt,7
824097,2026-06-19,Tripp Gibson,4
824345,2026-06-19,Clint Vondrak,4
824990,2026-06-19,Dan Merzel,6
825069,2026-06-19,D.J. Reyburn,4
823936,2026-06-19,Nestor Ceja,4
823124,2026-06-19,Steven Jaschinski,5
824263,2026-06-20,Stu Scheurwater,6
823532,2026-06-20,Laz Diaz,4
824665,2026-06-20,Malachi Moore,7
822885,2026-06-20,Doug Eddings,3
822967,2026-06-20,Ryan Additon,6
823854,2026-06-20,Mark Wegner,3
824909,2026-06-20,Ron Kulpa,4
824180,2026-06-20,Vic Carapazza,2
823447,2026-06-20,Chad Whitson,3
824342,2026-06-20,Adam Hamari,0
824988,2026-06-20,Dan Bellino,3
823937,2026-06-20,Charlie Ramos,7
823126,2026-06-20,Paul Clemons,3
825068,2026-06-20,James Hoye,1
823531,2026-06-21,Nic Lentz,2
824908,2026-06-21,Scott Barry,0
822968,2026-06-21,Ryan Wills,3
824260,2026-06-21,Jordan Baker,4
823852,2026-06-21,Carlos Torres,0
824177,2026-06-21,Edwin Moscoso,4
824095,2026-06-21,Sean Barber,4
822883,2026-06-21,Mike Muchlinski,1
824343,2026-06-21,Todd Tichenor,6
825067,2026-06-21,Willie Traynor,1
824987,2026-06-21,Mark Ripperger,6
823934,2026-06-21,Derek Thomas,3
823123,2026-06-21,Adrian Johnson,4
823449,2026-06-21,Dillon Wilson,3
824261,2026-06-22,Jim Wolf,6
822964,2026-06-22,Gabe Morales,4
823851,2026-06-22,Cory Blaser,3
822720,2026-06-22,Jeremie Rehak,5
822800,2026-06-22,Bill Miller,8
824502,2026-06-22,Tyler Jones,7
823692,2026-06-22,Lance Barksdale,9
824585,2026-06-22,Nick Mahrley,7
823040,2026-06-22,Nate Tomlinson,2
824344,2026-06-22,Chris Conroy,4
824016,2026-06-22,John Libka,4
823288,2026-06-22,Shane Livensparger,4
822799,2026-06-23,Brian Walsh,5
823365,2026-06-23,Hunter Wendelstedt,6
822963,2026-06-23,Doug Eddings,4
823849,2026-06-23,Jansen Visconti,5
824262,2026-06-23,Alex MacKay,4
822718,2026-06-23,Dan Iassogna,6
823614,2026-06-23,Junior Valentine,6
824501,2026-06-23,Clint Vondrak,5
823690,2026-06-23,Will Little,5
824584,2026-06-23,Ryan Blakney,3
823043,2026-06-23,Jacob Metz,4
824340,2026-06-23,Ben May,5
824017,2026-06-23,D.J. Reyburn,4
823286,2026-06-23,Dan Merzel,3
823210,2026-06-23,Quinn Wolcott,3
823850,2026-06-24,James Jean,2
823613,2026-06-24,Austin Jones,4
823611,2026-06-24,Stu Scheurwater,2
824583,2026-06-24,Tripp Gibson,4
824341,2026-06-24,Brennan Miller,5
824018,2026-06-24,James Hoye,6
823367,2026-06-24,Vic Carapazza,4
822965,2026-06-24,Mike Muchlinski,7
824259,2026-06-24,Alan Porter,2
822719,2026-06-24,Adam Beck,5
822798,2026-06-24,Chad Whitson,5
824500,2026-06-24,Adam Hamari,3
823691,2026-06-24,Ryan Additon,7
823041,2026-06-24,Bruce Dreckman,2
823284,2026-06-24,Dan Bellino,0
823208,2026-06-24,Ramon De Jesus,6
822961,2026-06-25,Emil Jimenez,3
823366,2026-06-25,Edwin Moscoso,3
823209,2026-06-25,Paul Clemons,5
824258,2026-06-25,Ryan Wills,5
822717,2026-06-25,Louie Krupa,3
822797,2026-06-25,Roberto Ortiz,4
823612,2026-06-25,Jordan Baker,6
824747,2026-06-25,Todd Tichenor,3
824255,2026-06-26,Lance Barksdale,5
823363,2026-06-26,Jeremie Rehak,5
824824,2026-06-26,Alex Tosi,6
822796,2026-06-26,Jim Wolf,5
824423,2026-06-26,Mark Wegner,5
822962,2026-06-26,Chad Fairchild,2
823610,2026-06-26,Gabe Morales,4
824743,2026-06-26,Tyler Jones,3
824582,2026-06-26,Sean Barber,3
823773,2026-06-26,Nic Lentz,2
823688,2026-06-26,Mark Ripperger,5
823039,2026-06-26,Junior Valentine,5
824014,2026-06-26,Dillon Wilson,3
823285,2026-06-26,Adrian Johnson,4
823206,2026-06-26,John Tumpane,2
824257,2026-06-27,Will Little,3
824745,2026-06-27,Clint Vondrak,3
822794,2026-06-27,Alex MacKay,7
823364,2026-06-27,Dan Iassogna,5
823609,2026-06-27,Doug Eddings,7
824581,2026-06-27,John Libka,3
822960,2026-06-27,Bill Miller,2
824825,2026-06-27,Cory Blaser,7
824421,2026-06-27,Carlos Torres,4
823689,2026-06-27,Shane Livensparger,5
823770,2026-06-27,Hunter Wendelstedt,3
823038,2026-06-27,Austin Jones,3
823283,2026-06-27,Quinn Wolcott,2
823207,2026-06-27,Chris Conroy,0
824015,2026-06-27,Nick Mahrley,3
824821,2026-06-28,Jansen Visconti,4
823362,2026-06-28,Adam Beck,4
822795,2026-06-28,Alan Porter,5
824256,2026-06-28,Ryan Additon,6
824422,2026-06-28,Nate Tomlinson,7
822959,2026-06-28,Brian Walsh,7
823608,2026-06-28,Mike Muchlinski,5
823686,2026-06-28,Dan Merzel,3
824580,2026-06-28,D.J. Reyburn,5
823769,2026-06-28,Vic Carapazza,5
823037,2026-06-28,Stu Scheurwater,3
824011,2026-06-28,Ben May,2
823204,2026-06-28,Willie Traynor,2
823281,2026-06-28,Ramon De Jesus,4
824744,2026-06-28,Adam Hamari,5
824822,2026-06-29,Bruce Dreckman,9
823444,2026-06-29,Andy Fletcher,6
823529,2026-06-29,Alfonso Márquez,7
822792,2026-06-29,James Hoye,4
824741,2026-06-29,Edwin Moscoso,5
824420,2026-06-29,Erich Bacchus,3
823771,2026-06-29,Dan Bellino,5
824662,2026-06-29,Ryan Wills,7
824176,2026-06-29,Brennan Miller,1
824339,2026-06-29,Paul Clemons,6
824986,2026-06-29,Manny Gonzalez,4
823121,2026-06-29,Chris Guccione,5
825065,2026-06-29,Tripp Gibson,3
824819,2026-06-30,Mark Wegner,5
824418,2026-06-30,Brian O'Nora,2
823445,2026-06-30,Alex Tosi,2
823528,2026-06-30,Mike Estabrook,7
822793,2026-06-30,Sean Barber,5
824742,2026-06-30,Nic Lentz,5
824907,2026-06-30,Roberto Ortiz,5
824096,2026-06-30,Jordan Baker,8
823768,2026-06-30,Mark Ripperger,4
824661,2026-06-30,Jeremie Rehak,3
824175,2026-06-30,John Tumpane,8
824338,2026-06-30,Quinn Wolcott,6
824984,2026-06-30,Steven Jaschinski,3
823122,2026-06-30,Nestor Ceja,5
825066,2026-06-30,Ryan Blakney,5
824818,2026-07-01,Carlos Torres,4
824419,2026-07-01,Chris Segal,5
824740,2026-07-01,Hunter Wendelstedt,6
823530,2026-07-01,Lance Barrett,6
824660,2026-07-01,Dan Iassogna,1
822791,2026-07-01,John Libka,1
823446,2026-07-01,Cory Blaser,6
824905,2026-07-01,Jim Wolf,1
824094,2026-07-01,Junior Valentine,0
824174,2026-07-01,Chris Conroy,8
823767,2026-07-01,Brock Ballou,5
824337,2026-07-01,Dexter Kelley,3
824985,2026-07-01,Tom Hanahan,3
825064,2026-07-01,Nick Mahrley,1
823442,2026-07-02,Jansen Visconti,6
823765,2026-07-02,Dan Merzel,5
824335,2026-07-02,Ramon De Jesus,3
824416,2026-07-02,Vic Carapazza,2
824906,2026-07-02,Alan Porter,4
824093,2026-07-02,Austin Jones,0
822884,2026-07-02,Willie Traynor,2
823119,2026-07-02,Charlie Ramos,3
823935,2026-07-02,Ben May,3
824659,2026-07-03,Dan Bellino,6
822714,2026-07-03,Nate Tomlinson,3
823527,2026-07-03,D.J. Reyburn,6
824498,2026-07-03,Laz Diaz,7
824417,2026-07-03,Edwin Moscoso,6
824904,2026-07-03,Malachi Moore,4
824336,2026-07-03,Ron Kulpa,7
824173,2026-07-03,Andy Fletcher,6
824013,2026-07-03,Adam Beck,4
824982,2026-07-03,Rob Drake,3
825062,2026-07-03,David Rackley,7
823933,2026-07-03,Tripp Gibson,3
823120,2026-07-03,Paul Clemons,3
822716,2026-07-04,Bruce Dreckman,5
823526,2026-07-04,James Hoye,11
822882,2026-07-04,Brennan Miller,2
823118,2026-07-04,Quinn Wolcott,2
824499,2026-07-04,Erich Bacchus,3
824171,2026-07-04,Alex Tosi,6
824415,2026-07-04,Nic Lentz,4
824658,2026-07-04,Mark Ripperger,3
824903,2026-07-04,Alfonso Márquez,4
824334,2026-07-04,Scott Barry,6
824092,2026-07-04,Alex MacKay,3
824012,2026-07-04,Steven Jaschinski,4
824983,2026-07-04,Jordan Baker,4
825063,2026-07-04,Chris Guccione,2
823932,2026-07-04,Ryan Blakney,3
824902,2026-07-05,Mike Estabrook,7
822715,2026-07-05,Mark Wegner,4
824497,2026-07-05,Brian O'Nora,7
823525,2026-07-05,Sean Barber,6
824413,2026-07-05,Hunter Wendelstedt,5
824656,2026-07-05,Brock Ballou,3
824091,2026-07-05,Roberto Ortiz,5
824172,2026-07-05,Cory Blaser,6
822879,2026-07-05,John Tumpane,8
824333,2026-07-05,Tom Hanahan,4
825061,2026-07-05,Nestor Ceja,5
824980,2026-07-05,Junior Valentine,7
823117,2026-07-05,Dexter Kelley,5
823931,2026-07-05,Nick Mahrley,6
824010,2026-07-05,Jeremie Rehak,2
824089,2026-07-06,Alan Porter,5
822958,2026-07-06,Emil Jimenez,2
822712,2026-07-06,Dan Merzel,8
824900,2026-07-06,Lance Barrett,11
823036,2026-07-06,Edwin Jimenez,4
823282,2026-07-06,Ryan Wills,4
823205,2026-07-06,Austin Jones,4
823930,2026-07-06,Dan Iassogna,7
823062,2026-07-07,Clint Vondrak,3
823035,2026-07-07,Adam Hamari,1
824820,2026-07-07,Ramon De Jesus,3
824254,2026-07-07,Jim Wolf,7
823361,2026-07-07,Vic Carapazza,5
823847,2026-07-07,Chris Segal,6
822956,2026-07-07,Gabe Morales,2
822713,2026-07-07,Shane Livensparger,2
823607,2026-07-07,Ron Kulpa,4
824495,2026-07-07,Malachi Moore,10
823687,2026-07-07,Marvin Hudson,4
824579,2026-07-07,Charlie Ramos,8
822881,2026-07-07,Chad Whitson,5
823280,2026-07-07,Lance Barksdale,5
823203,2026-07-07,Rob Drake,2
823929,2026-07-07,Adam Beck,6
823202,2026-07-08,Stu Scheurwater,3
824815,2026-07-08,Adrian Johnson,5
824253,2026-07-08,Alex MacKay,6
823360,2026-07-08,Edwin Moscoso,3
823848,2026-07-08,Laz Diaz,3
822957,2026-07-08,Doug Eddings,3
822710,2026-07-08,Mark Ripperger,3
823605,2026-07-08,Tyler Jones,3
824496,2026-07-08,Alfonso Márquez,4
823684,2026-07-08,Ryan Additon,9
824578,2026-07-08,David Rackley,3
823032,2026-07-08,Jen Pawol,4
822880,2026-07-08,Chad Fairchild,5
823928,2026-07-08,Steven Jaschinski,4
823279,2026-07-08,Willie Traynor,5
823359,2026-07-09,Nic Lentz,5
823606,2026-07-09,Manny Gonzalez,2
822954,2026-07-09,Mike Muchlinski,4
824816,2026-07-09,Paul Clemons,4
823683,2026-07-09,Ryan Blakney,6
824577,2026-07-09,Chris Guccione,4
824251,2026-07-09,Roberto Ortiz,2
823846,2026-07-09,Erich Bacchus,2
824494,2026-07-09,Mike Estabrook,3
823034,2026-07-09,Todd Tichenor,4
822877,2026-07-09,Bill Miller,4
823277,2026-07-09,Will Little,2
823201,2026-07-09,Junior Valentine,2
824252,2026-07-10,Hunter Wendelstedt,6
822709,2026-07-10,Nestor Ceja,5
824817,2026-07-10,Nick Mahrley,1
824493,2026-07-10,Jim Wolf,9
822955,2026-07-10,Tom Hanahan,1
823845,2026-07-10,Brian Walsh,5
823604,2026-07-10,Alan Porter,6
824575,2026-07-10,Emil Jimenez,4
822878,2026-07-10,Quinn Wolcott,3
823685,2026-07-10,Brian O'Nora,5
823033,2026-07-10,Jeremie Rehak,4
823278,2026-07-10,Clint Vondrak,3
823927,2026-07-10,Austin Jones,4
823200,2026-07-10,Ryan Wills,7
